id,t,patientAMKA,doctorAMKA,diagnosis
12899,2017-02-26 00:07:43,3548950820137239,5100177349948590,S82032C
12900,2017-02-26 00:09:44,3540539460063538,374288783393498,V1900
12901,2017-02-26 00:28:59,201830499158753,30417115040586,S6699
12902,2017-02-26 00:31:52,5602226787341653838,3531589109644678,
12903,2017-02-26 00:41:24,3583418161262483,6042728556976184,H159
12904,2017-02-26 00:44:13,30018224649257,3549504964126885,L02225
12905,2017-02-26 01:01:32,5048374309671784,6304745877947815701,
12907,2017-02-26 01:13:36,677157553714643982,3538166810727911,
12909,2017-02-26 01:32:20,4913066006831324,3533987886801784,H159
12911,2017-02-26 01:46:30,3563184755190746,201976947992697,
12916,2017-02-26 02:53:55,5893038225330800097,5100177349948590,S82399F
12920,2017-02-26 03:29:51,3562029907060092,633325356325741801,L02225
12922,2017-02-26 03:31:20,6304969807162669946,6304161666376116,W1841
12924,2017-02-26 03:47:32,4508555887400374,63048034991073397,S6699
12928,2017-02-26 04:11:07,3553715153425283,6331101528239306450,
12929,2017-02-26 04:12:39,5010122302998793,3565165312704283,M84454G
12930,2017-02-26 04:12:55,6763925949141826,3565165312704283,Y36040
12931,2017-02-26 04:14:28,633379798810452128,372301064587696,S82399F
12932,2017-02-26 04:17:14,490533150702674765,6304161666376116,M1A079
12933,2017-02-26 04:21:58,3531074401050825,3537859511007622,
12934,2017-02-26 04:23:30,5108754830720019,374622986283793,S62643S
12935,2017-02-26 04:42:35,5571598653743345,633325356325741801,S6699
12936,2017-02-26 04:44:07,201839451733669,6304161666376116,S2223XB
12937,2017-02-26 04:49:41,6759689231338624921,374622986283793,S2223XB
12938,2017-02-26 04:58:49,3555268618905257,3538166810727911,S2223XB
12939,2017-02-26 05:11:45,5007663995533756,4844890553480605,
12940,2017-02-26 05:22:40,3575678313891618,3537844417030308,
12942,2017-02-26 05:41:26,3573805497408230,374288783393498,
12943,2017-02-26 05:53:06,3585190420765972,4913781114412342,S56493
12946,2017-02-26 06:17:34,3534365056454966,372301064587696,M25262
12949,2017-02-26 06:43:51,4041595133935,30417115040586,S82399F
12951,2017-02-26 06:49:52,4017956096691684,5602233538436732,
12953,2017-02-26 07:02:30,564182624668075411,3537859511007622,S62643S
12955,2017-02-26 07:08:59,3556220241014717,4844890553480605,S62643S
12956,2017-02-26 07:15:07,5002356140323901,3531589109644678,
12960,2017-02-26 07:24:03,201405055904013,3531589109644678,L02225
12961,2017-02-26 07:25:10,3554731801727144,3528546887247160,M7501
12962,2017-02-26 07:30:30,6761259992756498934,6304161666376116,M7501
12963,2017-02-26 07:47:36,5602220309420706,30417115040586,L230
12964,2017-02-26 08:02:57,3563299140409708,5100177349948590,L230
12966,2017-02-26 08:17:37,5602244671409248590,3565872852409203,K449
12969,2017-02-26 08:53:24,3572776720998761,3537844417030308,
12970,2017-02-26 08:55:10,201558896307968,5602233538436732,S6980XS
12971,2017-02-26 08:55:32,4041375639150,3537844417030308,
12972,2017-02-26 09:15:33,6767956379003166,36756544512499,S56493
12974,2017-02-26 09:51:18,5893271438423896080,4844890553480605,
12975,2017-02-26 09:53:52,201558896307968,3531589109644678,
12976,2017-02-26 09:59:25,5893271438423896080,3538166810727911,M3504
12977,2017-02-26 10:03:31,3529592173547961,5100177349948590,
12978,2017-02-26 10:16:57,3585310245577333,4913457862323862,
12980,2017-02-26 10:22:26,63043702459938849,6304161666376116,
12981,2017-02-26 10:27:45,3572723654780377,374622986283793,
12983,2017-02-26 10:33:20,3587483985068587,5602233538436732,M7501
12984,2017-02-26 10:38:03,3541012807041970,374288783393498,S6699
12986,2017-02-26 10:41:06,5121759631476318,3565165312704283,
12987,2017-02-26 10:43:55,3553769492600395,3565872852409203,
12988,2017-02-26 10:47:34,3569680519706036,30400751029246,H52532
12990,2017-02-26 11:03:38,3544636501594582,3537859511007622,M1A079
12992,2017-02-26 11:23:05,3585511985683443,5100138761745641,L02225
12993,2017-02-26 11:23:56,3561270524663436,3565165312704283,O2491
12996,2017-02-26 11:35:17,3586562840376821,3531589109644678,
12997,2017-02-26 11:35:33,3587349131219723,6042728556976184,Y36040
12999,2017-02-26 11:47:02,3587584881798357,201976947992697,S62643S
13000,2017-02-26 12:00:04,340632087612452,30417115040586,S56493
13001,2017-02-26 12:23:46,491105784498492432,3537844417030308,S52282F
13002,2017-02-26 12:27:53,6371284056750902,3538166810727911,S63281S
13003,2017-02-26 12:44:15,5610081564724897,6331101528239306450,
13004,2017-02-26 12:46:28,5129351903340851,3533987886801784,S2223XB
13005,2017-02-26 12:47:43,5602242228175146,3528546887247160,
13006,2017-02-26 12:48:28,5100171951201141,374283551924806,L02225
13007,2017-02-26 12:50:18,3548687578986983,633325356325741801,W932XXD
13009,2017-02-26 12:53:02,3533641183570309,372301064587696,S1121XS
13010,2017-02-26 13:00:09,3539388650669917,3538166810727911,K449
13011,2017-02-26 13:00:20,3581081530554550,3538166810727911,W932XXD
13012,2017-02-26 13:02:02,3551736523516108,6042728556976184,W932XXD
13013,2017-02-26 13:05:34,372301964842423,3528546887247160,
13016,2017-02-26 13:30:41,5100139614058133,3531589109644678,S1121XS
13017,2017-02-26 13:31:54,6763443124651959132,3533987886801784,Y36040
13018,2017-02-26 13:34:06,5641821863078310,3538166810727911,S2223XB
13021,2017-02-26 13:44:32,5002356140323901,3537859511007622,S62643S
13022,2017-02-26 13:44:43,5602233449072715622,5602233538436732,M1A079
13023,2017-02-26 13:48:04,3575678313891618,30417115040586,S52282F
13024,2017-02-26 13:54:17,374288879782646,3565165312704283,
13026,2017-02-26 14:09:21,30213766405545,3565165312704283,
13027,2017-02-26 14:16:53,6761399593491840,63048034991073397,S6699
13029,2017-02-26 14:24:58,3563753002873757,5100177349948590,
13030,2017-02-26 14:26:37,67715980542135288,5602233538436732,
13031,2017-02-26 14:33:16,5602214558408934,6042728556976184,S83134A
13032,2017-02-26 14:39:09,374288482149514,3549504964126885,
13033,2017-02-26 14:50:40,3548726848606565,374283551924806,
13035,2017-02-26 15:03:45,3566549051239073,4913781114412342,W9411XS
13036,2017-02-26 15:09:11,5100140699573327,3549504964126885,S82871E
13037,2017-02-26 15:15:03,3576267413708580,3549504964126885,M1A079
13039,2017-02-26 15:22:07,5610953823372892,3533987886801784,
13041,2017-02-26 15:28:07,3551318331357213,6304745877947815701,
13042,2017-02-26 15:29:47,3556302141816084,3549504964126885,S62643S
13045,2017-02-26 15:40:52,3559276216221080,6304161666376116,
13046,2017-02-26 15:53:42,5602239776983731,5100138761745641,S2223XB
13047,2017-02-26 16:02:56,3544551432084910,372301064587696,S82871E
13048,2017-02-26 16:11:44,5145482797681009,3528546887247160,
13050,2017-02-26 16:23:03,5610210176587687,201976947992697,K449
13051,2017-02-26 16:38:56,201839451733669,30417115040586,S52282F
13052,2017-02-26 16:45:23,5100145798892023,36756544512499,S82399F
13053,2017-02-26 16:51:13,3581513119463118,372301064587696,W1841
13054,2017-02-26 16:52:50,3551271190667638,3565165312704283,S82032C
13055,2017-02-26 17:07:41,3529592173547961,5602233538436732,S62643S
13056,2017-02-26 17:11:24,3565314059360889,374288783393498,
13062,2017-02-26 17:28:43,56022508617123128,3537859511007622,S62643S
13063,2017-02-26 17:35:52,30228637167231,3565165312704283,
13064,2017-02-26 17:46:43,374283281979930,6304161666376116,
13065,2017-02-26 18:03:06,6388470107877692,6331101528239306450,S2223XB
13069,2017-02-26 18:18:04,30293709491331,3538166810727911,S52282F
13070,2017-02-26 18:18:10,3548369864008109,6042728556976184,S56493
13071,2017-02-26 18:25:45,3581339435042307,3549504964126885,S82871E
13072,2017-02-26 18:30:13,3572707252097094,3533987886801784,S62643S
13073,2017-02-26 18:59:02,5010126763611100,6042728556976184,S52282F
13074,2017-02-26 19:06:08,3545805716040769,3537844417030308,
13078,2017-02-26 19:43:51,5571598653743345,5602233538436732,
13079,2017-02-26 19:56:51,4936287679018702064,6042728556976184,
13080,2017-02-26 20:04:35,3528504955299860,3531589109644678,
13081,2017-02-26 20:08:22,372301088035334,3528546887247160,
13082,2017-02-26 20:10:31,3549323398766772,374283551924806,
13083,2017-02-26 20:13:43,3556992811265032,3528546887247160,O2491
13084,2017-02-26 20:18:35,3548260370809124,374622986283793,L230
13085,2017-02-26 20:24:55,3531359330584592,3538166810727911,O2491
13087,2017-02-26 20:38:53,3566986469704647,3533987886801784,
13088,2017-02-26 20:43:59,4593003592771,3537844417030308,S82871E
13089,2017-02-26 20:46:08,5415359133214815,3565165312704283,S83134A
13090,2017-02-26 20:48:37,3578607297580217,6304745877947815701,M1A079
13091,2017-02-26 20:55:02,3531711818737250,6304745877947815701,V1900
13092,2017-02-26 20:57:40,3586764535002460,3533987886801784,
13093,2017-02-26 21:08:33,3541043014634372,30417115040586,S52282F
13094,2017-02-26 21:10:28,3569120954745942,6304161666376116,W932XXD
13095,2017-02-26 21:18:41,564182989563102077,6042728556976184,M25262
13096,2017-02-26 21:19:46,30523632662198,30417115040586,S82399F
13097,2017-02-26 21:54:26,5602215389554408,3531589109644678,K449
13098,2017-02-26 21:55:39,3552302549791156,3549504964126885,
13099,2017-02-26 22:01:37,589385265401329665,374622986283793,
13100,2017-02-26 22:01:57,3579417993552737,3537859511007622,M1A079
13101,2017-02-26 22:04:59,30523632662198,5602233538436732,L230
13102,2017-02-26 22:10:07,3541261738019973,4986101036974,S52282F
13103,2017-02-26 22:16:51,4917088622351707,4844890553480605,M84454G
13106,2017-02-26 22:29:53,4017952310401158,3537844417030308,
13108,2017-02-26 22:36:50,3582374339719493,6304161666376116,
13110,2017-02-26 22:49:46,4844125933366236,5100177349948590,
13111,2017-02-26 22:53:02,604172824817180,6304745877947815701,O2491
13112,2017-02-26 22:55:11,3576056804871473,4913781114412342,S6980XS
13113,2017-02-26 22:57:35,4026484231270644,374288783393498,S63281S
13114,2017-02-26 22:58:43,560223562631305318,30417115040586,H159
13115,2017-02-26 23:02:16,3562152859902762,3549504964126885,S52613B
13117,2017-02-26 23:14:36,3551223792391471,4986101036974,H159
13118,2017-02-26 23:25:52,3541585848498473,3549504964126885,
13119,2017-02-26 23:28:13,3568745258430378,3565872852409203,S1121XS
13120,2017-02-26 23:28:17,3566597269428962,30417115040586,L230
13121,2017-02-26 23:31:31,30396936505102,5100177349948590,S52613B
13122,2017-02-26 23:38:31,3576562192639646,36756544512499,Y36040
13123,2017-02-26 23:41:27,3564794697524783,30400751029246,L230
13124,2017-02-26 23:45:47,201646692091835,4913457862323862,W932XXD
13126,2017-02-26 23:49:46,5007663995533756,36756544512499,
13127,2017-02-26 23:53:30,604638893372396736,6331101528239306450,
13129,2017-02-26 23:57:57,5241203810342384,6331101528239306450,
13130,2017-02-27 00:15:03,4903087936733002,30400751029246,S82871E
13131,2017-02-27 00:18:36,5100171506104063,4844890553480605,S82399F
13132,2017-02-27 00:18:53,5602238569085019,3549504964126885,
13133,2017-02-27 00:19:34,3573972878258756,201976947992697,W932XXD
13136,2017-02-27 00:33:50,201789084024921,4844890553480605,O2491
13137,2017-02-27 00:34:01,3563184755190746,372301064587696,S83134A
13139,2017-02-27 00:41:13,604278007493340789,3533987886801784,
13140,2017-02-27 00:42:50,675961004692635293,5100177349948590,
13141,2017-02-27 00:52:37,5602245103652394,3531589109644678,
13143,2017-02-27 00:56:38,3548260370809124,372301064587696,
13145,2017-02-27 01:05:50,3567367932553383,6304745877947815701,V1900
13148,2017-02-27 01:18:41,6706149057151272125,3531589109644678,S1121XS
13150,2017-02-27 01:51:22,3547469768500028,36756544512499,S82032C
13151,2017-02-27 02:07:44,341014040420571,6042728556976184,
13152,2017-02-27 02:09:15,3553957402887695,4913781114412342,
13153,2017-02-27 02:11:22,372301561919665,3528546887247160,
13154,2017-02-27 02:15:32,3541790331927414,30400751029246,S62643S
13155,2017-02-27 02:26:36,3530902436302541,3531589109644678,W1841
13156,2017-02-27 02:27:00,201876882989627,4986101036974,
13158,2017-02-27 02:38:31,3569680519706036,5602233538436732,M3504
13159,2017-02-27 02:39:55,3547969558067500,3565165312704283,
13160,2017-02-27 02:56:20,3572589329846392,3531589109644678,
13162,2017-02-27 03:05:23,374288963344519,3528546887247160,
13163,2017-02-27 03:06:29,3583458531682572,36756544512499,
13164,2017-02-27 03:13:21,604172824817180,36756544512499,S62643S
13165,2017-02-27 03:14:39,3566022707336859,3538166810727911,S63281S
13166,2017-02-27 03:28:47,3531711818737250,4986101036974,W1841
13167,2017-02-27 03:41:42,5641829075061669,63048034991073397,
13168,2017-02-27 03:47:08,4508374211769466,3537859511007622,S52282F
13169,2017-02-27 04:08:43,6767948870085131,633325356325741801,W9411XS
13170,2017-02-27 04:12:57,50183592728439985,3537844417030308,
13171,2017-02-27 04:22:17,3566185366164969,6304161666376116,W1841
13172,2017-02-27 04:26:50,374288475743703,201976947992697,S2223XB
13174,2017-02-27 04:42:52,3541790331927414,3565165312704283,T81516S
13175,2017-02-27 05:08:31,3543598221017834,3565872852409203,
13178,2017-02-27 05:10:49,3559278336177499,374288783393498,
13179,2017-02-27 05:21:37,5602232985356872,4913457862323862,M7501
13180,2017-02-27 05:29:01,5641823347649532369,3565165312704283,H52532
13182,2017-02-27 05:41:33,5108750411580657,6304745877947815701,
13184,2017-02-27 05:55:08,3531950013110349,3533987886801784,S82871E
13185,2017-02-27 05:59:33,3540767533109489,201976947992697,S6980XS
13186,2017-02-27 06:00:06,4844847886974621,6304745877947815701,S82399F
13187,2017-02-27 06:08:43,5241203810342384,374288783393498,
13188,2017-02-27 06:13:57,3581513119463118,3538166810727911,L230
13189,2017-02-27 06:14:21,3586751521417976,3549504964126885,M25262
13190,2017-02-27 06:17:26,4405698834412318,63048034991073397,S52613B
13193,2017-02-27 06:36:59,374606740537024,6331101528239306450,W1841
13194,2017-02-27 06:37:41,3554194214507753,4844890553480605,
13195,2017-02-27 06:50:17,201545641463394,3565872852409203,S1121XS
13196,2017-02-27 06:54:09,3532935665193528,374288783393498,S82399F
13197,2017-02-27 06:57:07,3570997373685610,3528546887247160,L02225
13198,2017-02-27 07:03:09,201849497446820,30400751029246,S83134A
13200,2017-02-27 07:23:45,67069506293163666,30417115040586,S6980XS
13201,2017-02-27 07:28:12,3562029907060092,4986101036974,
13203,2017-02-27 07:35:09,3560561878702809,30400751029246,
13204,2017-02-27 07:42:17,3576056804871473,6042728556976184,S82871E
13205,2017-02-27 07:45:57,3554431981273072,30400751029246,
13206,2017-02-27 08:28:51,3553065412364091,372301064587696,T81516S
13207,2017-02-27 08:30:55,3541289851531151,4913457862323862,
13208,2017-02-27 08:41:13,5002350554609558,3549504964126885,M7501
13210,2017-02-27 09:09:24,4903854950370106,374283551924806,L02225
13211,2017-02-27 09:10:43,3583615698001025,36756544512499,M7501
13212,2017-02-27 09:20:11,36128418883440,5602233538436732,
13214,2017-02-27 09:23:35,4041591421136,3565165312704283,S83134A
13215,2017-02-27 09:32:42,3580880336366668,4844890553480605,
13216,2017-02-27 09:33:10,3565859378246466,3537844417030308,W1841
13217,2017-02-27 09:44:18,5602220309420706,6331101528239306450,Y36040
13218,2017-02-27 09:51:06,3543598221017834,3531589109644678,S52613B
13219,2017-02-27 09:53:03,3570442248270892,3565872852409203,
13223,2017-02-27 10:05:52,4175003847889768,3565872852409203,M7501
13224,2017-02-27 10:06:53,3589991157426837,6304161666376116,
13226,2017-02-27 10:24:32,3549419673629956,3533987886801784,S82399F
13227,2017-02-27 10:24:55,5641825717151403290,3565872852409203,
13229,2017-02-27 10:34:57,3572867106116985,3549504964126885,S1121XS
13230,2017-02-27 10:56:40,6763873071407179,374283551924806,S83134A
13231,2017-02-27 10:58:31,5010126763611100,30417115040586,W1841
13233,2017-02-27 11:03:05,374622096018394,5602233538436732,M25262
13234,2017-02-27 11:04:56,4041591421136,372301064587696,S2223XB
13235,2017-02-27 11:07:32,5602247213127150,6042728556976184,M7501
13237,2017-02-27 11:09:56,3542573112781740,3538166810727911,
13238,2017-02-27 11:11:25,3565314059360889,4986101036974,W932XXD
13239,2017-02-27 11:18:05,36909089312896,5100177349948590,M1A079
13240,2017-02-27 11:18:36,3529496835719515,3537844417030308,
13241,2017-02-27 11:20:51,6761399593491840,6331101528239306450,M84454G
13243,2017-02-27 11:43:42,201890539813387,3565872852409203,
13245,2017-02-27 12:06:47,5048376378345398,3533987886801784,
13247,2017-02-27 12:49:46,3562029907060092,6304745877947815701,L230
13249,2017-02-27 13:00:38,4405292274405493,6331101528239306450,
13251,2017-02-27 13:18:29,3559368073357915,3537844417030308,
13252,2017-02-27 13:29:00,3573174970307892,3565872852409203,
13254,2017-02-27 13:32:46,3554431981273072,3549504964126885,L02225
13255,2017-02-27 13:37:47,6370096883255470,6304745877947815701,W9411XS
13256,2017-02-27 13:41:51,5319072946499435,5100177349948590,
13257,2017-02-27 13:46:41,3548426232656488,3537859511007622,
13258,2017-02-27 13:46:51,6377068029234530,3565872852409203,S62643S
13259,2017-02-27 13:49:09,4405454004615185,63048034991073397,
13261,2017-02-27 13:59:22,3556867875978912,372301064587696,
13262,2017-02-27 14:01:47,3556600217454445,3528546887247160,S52282F
13263,2017-02-27 14:03:55,36524812642202,63048034991073397,
13264,2017-02-27 14:04:22,3554194214507753,3537859511007622,M84454G
13266,2017-02-27 14:09:09,3548720886885249,4844890553480605,
13267,2017-02-27 14:10:25,3555707954088921,3565165312704283,H52532
13268,2017-02-27 14:28:07,5610081564724897,3549504964126885,L02225
13270,2017-02-27 14:39:02,4911916079353036222,63048034991073397,
13271,2017-02-27 14:42:01,4917395086679683,633325356325741801,
13272,2017-02-27 14:44:02,3551263380458415,3565165312704283,
13274,2017-02-27 14:56:58,3533456046333872,5100138761745641,
13275,2017-02-27 15:01:29,3545307573588402,5100177349948590,
13276,2017-02-27 15:08:27,3533685589303013,3537844417030308,S2223XB
13277,2017-02-27 15:08:55,4913211459794518,30400751029246,
13279,2017-02-27 15:19:04,67637192646007042,30417115040586,M25262
13280,2017-02-27 15:20:29,4936888870981544,633325356325741801,M7501
13281,2017-02-27 15:31:44,374288963344519,374288783393498,
13282,2017-02-27 15:32:08,3560790410540001,6042728556976184,
13284,2017-02-27 15:43:48,374283029196086,4986101036974,S52613B
13287,2017-02-27 15:49:17,5610985494465344393,4844890553480605,
13288,2017-02-27 15:56:15,5602223525388544707,372301064587696,W932XXD
13290,2017-02-27 16:09:30,4041373108257,3549504964126885,
13291,2017-02-27 16:09:42,3553065412364091,3565165312704283,T81516S
13292,2017-02-27 16:18:02,5641820280669388,4844890553480605,
13293,2017-02-27 16:24:38,3580991459535060,374288783393498,M7501
13294,2017-02-27 16:42:25,4629069465708,374288783393498,
13295,2017-02-27 16:42:44,3566580969886630,3565872852409203,
13296,2017-02-27 16:50:58,3582206579432413,36756544512499,
13299,2017-02-27 17:00:44,3560561878702809,372301064587696,
13300,2017-02-27 17:05:35,201878278366071,6304745877947815701,
13301,2017-02-27 17:13:07,3576656471906450,6331101528239306450,S6699
13303,2017-02-27 17:30:17,337941963147938,3565872852409203,
13304,2017-02-27 17:39:46,4041375639150,6304745877947815701,Y36040
13305,2017-02-27 17:50:28,3539639639535854,3565872852409203,S82032C
13306,2017-02-27 18:00:51,6371304753534365,5100138761745641,S52613B
13307,2017-02-27 18:03:33,3556671389069196,5100138761745641,
13309,2017-02-27 18:17:44,5521998986816902,6304161666376116,W9411XS
13310,2017-02-27 18:39:38,5100136235796448,374622986283793,V1900
13312,2017-02-27 19:14:25,5893271438423896080,5100177349948590,S6699
13313,2017-02-27 19:15:40,3557907049710673,374288783393498,V1900
13314,2017-02-27 19:16:54,3585313417632167,201976947992697,
13315,2017-02-27 19:21:12,5602224296554642,3533987886801784,S63281S
13316,2017-02-27 19:32:07,5602252032170001,4913781114412342,
13317,2017-02-27 19:35:51,3542364054730410,3533987886801784,
13318,2017-02-27 19:46:07,3559417182000468,6042728556976184,
13319,2017-02-27 19:48:04,4508617229076252,633325356325741801,S6980XS
13320,2017-02-27 19:51:13,4913828761168204,3538166810727911,
13323,2017-02-27 20:13:02,3551132462049444,3533987886801784,W932XXD
13324,2017-02-27 20:15:07,4041372021543,6331101528239306450,
13325,2017-02-27 20:23:29,3575311234084721,3537844417030308,M84454G
13326,2017-02-27 20:25:26,3576454255332519,3537844417030308,L230
13327,2017-02-27 20:35:59,5602252265888790633,30400751029246,S6980XS
13328,2017-02-27 20:53:23,5602216562565784441,3538166810727911,
13329,2017-02-27 20:59:51,4911107579083984,3533987886801784,S83134A
13330,2017-02-27 21:06:35,50183592728439985,4986101036974,H159
13332,2017-02-27 21:14:12,3542118595780643,6331101528239306450,W932XXD
13333,2017-02-27 21:23:31,3579790334307973,5100177349948590,S56493
13334,2017-02-27 21:27:00,5415359133214815,3533987886801784,M1A079
13336,2017-02-27 21:34:52,560224299199139834,6331101528239306450,M3504
13337,2017-02-27 21:37:43,4175006998278830,6304161666376116,S62643S
13338,2017-02-27 22:01:18,337941159755585,6042728556976184,H159
13339,2017-02-27 22:10:41,67064861156278134,5100138761745641,S2223XB
13341,2017-02-27 22:16:29,6391584651001353,6304161666376116,Y36040
13342,2017-02-27 22:20:49,5602257497831906,3537844417030308,
13345,2017-02-27 22:47:52,3530902436302541,3565872852409203,M3504
13346,2017-02-27 22:59:03,6709628603167635,36756544512499,W932XXD
13349,2017-02-27 23:07:15,5435893018054249,3537844417030308,
13350,2017-02-27 23:10:17,3548961707922718,4913781114412342,
13351,2017-02-27 23:18:48,604172824817180,374622986283793,S83134A
13352,2017-02-27 23:19:52,4936109433267869463,374283551924806,W9411XS
13353,2017-02-27 23:20:33,3554731801727144,30417115040586,
13354,2017-02-27 23:33:34,374283342676814,6304745877947815701,W932XXD
13355,2017-02-27 23:42:50,67064861156278134,201976947992697,S1121XS
13356,2017-02-27 23:51:08,560223134707985181,4844890553480605,Y36040
13358,2017-02-28 00:00:47,3543986963386113,372301064587696,H52532
13359,2017-02-28 00:07:42,3561471100353059,3531589109644678,T81516S
13361,2017-02-28 00:26:27,3557461557481228,3531589109644678,M7501
13362,2017-02-28 00:32:03,30086488011472,5602233538436732,S82399F
13364,2017-02-28 00:41:54,4913280167883400,3531589109644678,M84454G
13365,2017-02-28 00:44:18,6709628603167635,5100138761745641,O2491
13366,2017-02-28 00:46:18,6709593013583796053,3565165312704283,
13368,2017-02-28 00:50:40,3568345415910816,5602233538436732,
13369,2017-02-28 00:53:21,3553769492600395,6304161666376116,M3504
13370,2017-02-28 00:59:19,374283143389815,6042728556976184,
13371,2017-02-28 01:02:20,3538388479294823,30400751029246,O2491
13373,2017-02-28 01:10:33,30213766405545,374288783393498,
13374,2017-02-28 01:13:14,5602223525388544707,633325356325741801,
13375,2017-02-28 01:14:38,3547969558067500,374288783393498,T81516S
13376,2017-02-28 01:16:25,201558896307968,3538166810727911,
13379,2017-02-28 02:03:24,3573972878258756,3528546887247160,
13380,2017-02-28 02:21:44,30086488011472,6042728556976184,M1A079
13382,2017-02-28 02:27:02,374288482149514,3533987886801784,
13383,2017-02-28 02:27:11,6371284056750902,3537859511007622,Y36040
13386,2017-02-28 02:59:01,3563376955016040,5100177349948590,
13387,2017-02-28 03:05:25,3580740532674937,4913457862323862,S1121XS
13388,2017-02-28 03:08:31,3534628226762216,3537844417030308,
13389,2017-02-28 03:17:43,3585290776033254,3531589109644678,S52613B
13390,2017-02-28 03:19:07,4936460249866309,5602233538436732,S82871E
13391,2017-02-28 03:29:32,3563184755190746,4913457862323862,
13392,2017-02-28 03:40:58,3580075982230587,6331101528239306450,M84454G
13393,2017-02-28 03:51:24,4175005540787389,374622986283793,S63281S
13394,2017-02-28 03:57:16,3577709405316293,3565872852409203,L230
13395,2017-02-28 04:06:10,5371389631674022,3528546887247160,M7501
13396,2017-02-28 04:08:36,5602237053080486,6304745877947815701,O2491
13397,2017-02-28 04:15:15,3555268618905257,3565165312704283,H159
13398,2017-02-28 04:19:31,3530446740508914,5100138761745641,S1121XS
13399,2017-02-28 04:29:06,4844125933366236,4913457862323862,M84454G
13401,2017-02-28 04:57:42,4405641371421813,4913781114412342,S6699
13402,2017-02-28 05:06:01,3586307866255123,3565872852409203,S82399F
13405,2017-02-28 05:15:54,4913296699507317,6042728556976184,M1A079
13407,2017-02-28 05:22:59,5641826963696853255,3538166810727911,
13409,2017-02-28 05:29:40,201525573872911,5100138761745641,H159
13411,2017-02-28 05:44:38,4041375639150,374283551924806,T81516S
13412,2017-02-28 05:49:04,5610733603495737,372301064587696,
13414,2017-02-28 06:07:50,201686444999521,5100177349948590,S56493
13416,2017-02-28 06:22:16,3552810674784069,6304745877947815701,L230
13417,2017-02-28 06:23:22,50183592728439985,3533987886801784,S63281S
13418,2017-02-28 06:29:51,3583597632627356,3537859511007622,S1121XS
13419,2017-02-28 06:37:20,3577314693647176,3531589109644678,
13420,2017-02-28 06:38:57,3580722858621551,372301064587696,
13421,2017-02-28 06:42:55,3576759594635996,3537844417030308,K449
13422,2017-02-28 06:57:33,30449089552551,3533987886801784,S82032C
13423,2017-02-28 07:09:58,3573755289215279,36756544512499,S62643S
13424,2017-02-28 07:13:06,3538281134987461,5100177349948590,H159
13426,2017-02-28 07:47:07,3569358815299986,3565872852409203,
13427,2017-02-28 08:06:56,58939507066571462,633325356325741801,
13428,2017-02-28 08:17:39,633446124738845740,3538166810727911,
13429,2017-02-28 08:22:16,3534430614788782,374622986283793,S82399F
13430,2017-02-28 08:50:28,201441225829244,4986101036974,M7501
13431,2017-02-28 08:50:31,5602221119870528,30400751029246,S52613B
13432,2017-02-28 08:51:15,3530902436302541,63048034991073397,
13433,2017-02-28 09:04:26,3543961949693973,6304161666376116,
13435,2017-02-28 09:14:53,3572867106116985,374622986283793,M1A079
13436,2017-02-28 09:15:50,3562788256238373,4986101036974,W932XXD
13440,2017-02-28 10:05:18,3558384045681192,3537859511007622,M84454G
13441,2017-02-28 10:44:53,3556302141816084,4986101036974,H52532
13442,2017-02-28 10:49:21,4913828761168204,6304745877947815701,V1900
13444,2017-02-28 10:51:38,6331108532325308357,63048034991073397,W1841
13445,2017-02-28 10:55:14,3540539460063538,6331101528239306450,S6699
13446,2017-02-28 10:58:36,5893038225330800097,63048034991073397,
13447,2017-02-28 11:08:12,3568879343840745,3533987886801784,T81516S
13448,2017-02-28 11:11:35,67099315836359631,633325356325741801,
13450,2017-02-28 11:18:40,3562267483931605,3549504964126885,
13451,2017-02-28 11:24:11,3577114691906941,30400751029246,K449
13452,2017-02-28 11:26:36,3555822437805690,374288783393498,
13453,2017-02-28 11:53:20,3583082199618098,4986101036974,
13455,2017-02-28 12:02:07,5435893018054249,5602233538436732,L230
13456,2017-02-28 12:02:28,3554731801727144,5100138761745641,
13458,2017-02-28 12:11:23,201441225829244,6331101528239306450,
13459,2017-02-28 12:14:01,3556867875978912,3565872852409203,Y36040
13460,2017-02-28 12:17:18,493637817456510085,30417115040586,
13461,2017-02-28 12:21:09,201751482174385,30400751029246,L230
13462,2017-02-28 12:22:01,4508617229076252,3531589109644678,
13463,2017-02-28 12:26:22,560225369576200506,3531589109644678,
13464,2017-02-28 12:30:07,3577171851210662,3537844417030308,S82399F
13466,2017-02-28 12:46:11,3542275521475035,3549504964126885,S52282F
13467,2017-02-28 12:50:31,5602221346393328,4986101036974,
13468,2017-02-28 12:50:42,4026978897328729,3538166810727911,S63281S
13469,2017-02-28 12:52:47,376795164613185,6331101528239306450,M7501
13471,2017-02-28 12:56:14,201545641463394,3528546887247160,S82871E
13472,2017-02-28 12:56:24,3558673541664482,374622986283793,
13473,2017-02-28 13:00:38,5602225570946651,6042728556976184,W1841
13475,2017-02-28 13:22:11,3535820325465606,3537859511007622,
13478,2017-02-28 13:44:04,4593003592771,4986101036974,S52282F
13479,2017-02-28 13:45:00,5100171506104063,3533987886801784,K449
13480,2017-02-28 13:45:01,5100174196427224,3549504964126885,
